"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"14056020","CORDOBA","Juárez Celman","Assunta","SATELITAL","6"
"14056030","CORDOBA","Juárez Celman","Bengolea","FIBRA OPTICA","269"
"14056030","CORDOBA","Juárez Celman","Bengolea","SATELITAL","24"
"14056040","CORDOBA","Juárez Celman","Carnerillo","ADSL","66"
"14056040","CORDOBA","Juárez Celman","Carnerillo","FIBRA OPTICA","725"
"14056040","CORDOBA","Juárez Celman","Carnerillo","Otros","1"
"14056040","CORDOBA","Juárez Celman","Carnerillo","SATELITAL","56"
"14056040","CORDOBA","Juárez Celman","Carnerillo","WIRELESS","195"
"14056050","CORDOBA","Juárez Celman","Charras","SATELITAL","41"
"14056050","CORDOBA","Juárez Celman","Charras","WIRELESS","12"
"14056060","CORDOBA","Juárez Celman","El Rastreador","SATELITAL","8"
"14056070","CORDOBA","Juárez Celman","General Cabrera","ADSL","142"
"14056070","CORDOBA","Juárez Celman","General Cabrera","CELULAR","5"
"14056070","CORDOBA","Juárez Celman","General Cabrera","FIBRA OPTICA","2.099"
"14056070","CORDOBA","Juárez Celman","General Cabrera","SATELITAL","201"
"14056070","CORDOBA","Juárez Celman","General Cabrera","WIRELESS","293"
"14056080","CORDOBA","Juárez Celman","General Deheza","CABLEMODEM","1.354"
"14056080","CORDOBA","Juárez Celman","General Deheza","FIBRA OPTICA","3.447"
"14056080","CORDOBA","Juárez Celman","General Deheza","SATELITAL","149"
"14056090","CORDOBA","Juárez Celman","Huanchillas","FIBRA OPTICA","1"
"14056090","CORDOBA","Juárez Celman","Huanchillas","SATELITAL","40"
"14056100","CORDOBA","Juárez Celman","La Carlota","ADSL","298"
"14056100","CORDOBA","Juárez Celman","La Carlota","CELULAR","13"
"14056100","CORDOBA","Juárez Celman","La Carlota","SATELITAL","240"
"14056110","CORDOBA","Juárez Celman","Los Cisnes","FIBRA OPTICA","222"
"14056110","CORDOBA","Juárez Celman","Los Cisnes","SATELITAL","20"
"14056110","CORDOBA","Juárez Celman","Los Cisnes","WIRELESS","41"
"14056120","CORDOBA","Juárez Celman","Olaeta","CABLEMODEM","65"
"14056120","CORDOBA","Juárez Celman","Olaeta","SATELITAL","39"
"0","CORDOBA","Juárez Celman","Otros","SATELITAL","124"
"14056130","CORDOBA","Juárez Celman","Pacheco de Melo","SATELITAL","13"
"14056140","CORDOBA","Juárez Celman","Paso del Durazno","SATELITAL","7"
"14056150","CORDOBA","Juárez Celman","Santa Eufemia","CABLEMODEM","750"
"14056150","CORDOBA","Juárez Celman","Santa Eufemia","SATELITAL","38"
"14056160","CORDOBA","Juárez Celman","Ucacha","ADSL","3"
"14056160","CORDOBA","Juárez Celman","Ucacha","CABLEMODEM","2.127"
"14056160","CORDOBA","Juárez Celman","Ucacha","CELULAR","9"
"14056160","CORDOBA","Juárez Celman","Ucacha","FIBRA OPTICA","2"
"14056160","CORDOBA","Juárez Celman","Ucacha","SATELITAL","89"
"14056160","CORDOBA","Juárez Celman","Ucacha","WIRELESS","84"
"14056170","CORDOBA","Juárez Celman","Villa Reducción","SATELITAL","35"
"14056170","CORDOBA","Juárez Celman","Villa Reducción","WIRELESS","232"
"14063010","CORDOBA","Marcos Juárez","Alejo Ledesma","CABLEMODEM","798"
"14063010","CORDOBA","Marcos Juárez","Alejo Ledesma","FIBRA OPTICA","271"
"14063010","CORDOBA","Marcos Juárez","Alejo Ledesma","SATELITAL","42"
"14063010","CORDOBA","Marcos Juárez","Alejo Ledesma","WIRELESS","44"
"14063020","CORDOBA","Marcos Juárez","Arias","ADSL","138"
"14063020","CORDOBA","Marcos Juárez","Arias","CABLEMODEM","1.010"
"14063020","CORDOBA","Marcos Juárez","Arias","CELULAR","23"
"14063020","CORDOBA","Marcos Juárez","Arias","FIBRA OPTICA","722"
"14063020","CORDOBA","Marcos Juárez","Arias","SATELITAL","212"
"14063020","CORDOBA","Marcos Juárez","Arias","WIRELESS","53"
"14063030","CORDOBA","Marcos Juárez","Camilo Aldao","ADSL","675"
"14063030","CORDOBA","Marcos Juárez","Camilo Aldao","CELULAR","5"
"14063030","CORDOBA","Marcos Juárez","Camilo Aldao","FIBRA OPTICA","1.095"
"14063030","CORDOBA","Marcos Juárez","Camilo Aldao","SATELITAL","96"
"14063040","CORDOBA","Marcos Juárez","Capitán General Bernardo O'Higgins","ADSL","15"
"14063040","CORDOBA","Marcos Juárez","Capitán General Bernardo O'Higgins","SATELITAL","10"
"14063040","CORDOBA","Marcos Juárez","Capitán General Bernardo O'Higgins","WIRELESS","30"
"14063050","CORDOBA","Marcos Juárez","Cavanagh","SATELITAL","18"
"14063050","CORDOBA","Marcos Juárez","Cavanagh","WIRELESS","322"
"14063060","CORDOBA","Marcos Juárez","Colonia Barge","SATELITAL","10"
"14063070","CORDOBA","Marcos Juárez","Colonia Italiana","CABLEMODEM","158"
"14063070","CORDOBA","Marcos Juárez","Colonia Italiana","Otros","31"
"14063070","CORDOBA","Marcos Juárez","Colonia Italiana","SATELITAL","19"
"14063070","CORDOBA","Marcos Juárez","Colonia Italiana","WIRELESS","10"
"14063080","CORDOBA","Marcos Juárez","Colonia Veinticinco","SATELITAL","16"
"14063090","CORDOBA","Marcos Juárez","Corral de Bustos","ADSL","647"
"14063090","CORDOBA","Marcos Juárez","Corral de Bustos","CABLEMODEM","2.185"
"14063090","CORDOBA","Marcos Juárez","Corral de Bustos","CELULAR","4"
"14063090","CORDOBA","Marcos Juárez","Corral de Bustos","FIBRA OPTICA","3.205"
"14063090","CORDOBA","Marcos Juárez","Corral de Bustos","Otros","1.790"
"14063090","CORDOBA","Marcos Juárez","Corral de Bustos","SATELITAL","108"
"14063090","CORDOBA","Marcos Juárez","Corral de Bustos","WIRELESS","40"
"14063100","CORDOBA","Marcos Juárez","Cruz Alta","ADSL","302"
"14063100","CORDOBA","Marcos Juárez","Cruz Alta","CELULAR","106"
"14063100","CORDOBA","Marcos Juárez","Cruz Alta","FIBRA OPTICA","806"
"14063100","CORDOBA","Marcos Juárez","Cruz Alta","SATELITAL","223"
"14063100","CORDOBA","Marcos Juárez","Cruz Alta","WIRELESS","3"
"14063110","CORDOBA","Marcos Juárez","General Baldissera","ADSL","451"
"14063110","CORDOBA","Marcos Juárez","General Baldissera","SATELITAL","46"
"14063120","CORDOBA","Marcos Juárez","General Roca","ADSL","1.260"
"14063120","CORDOBA","Marcos Juárez","General Roca","CELULAR","11"
"14063120","CORDOBA","Marcos Juárez","General Roca","SATELITAL","57"
"14063130","CORDOBA","Marcos Juárez","Guatimozín","ADSL","31"
"14063130","CORDOBA","Marcos Juárez","Guatimozín","FIBRA OPTICA","880"
"14063130","CORDOBA","Marcos Juárez","Guatimozín","Otros","593"
"14063130","CORDOBA","Marcos Juárez","Guatimozín","SATELITAL","27"
"14063130","CORDOBA","Marcos Juárez","Guatimozín","WIRELESS","5"
"14063140","CORDOBA","Marcos Juárez","Inriville","ADSL","200"
"14063140","CORDOBA","Marcos Juárez","Inriville","CELULAR","23"
"14063140","CORDOBA","Marcos Juárez","Inriville","SATELITAL","139"
"14063140","CORDOBA","Marcos Juárez","Inriville","WIRELESS","89"
"14063150","CORDOBA","Marcos Juárez","Isla Verde","ADSL","254"
"14063150","CORDOBA","Marcos Juárez","Isla Verde","CABLEMODEM","262"
"14063150","CORDOBA","Marcos Juárez","Isla Verde","CELULAR","2"
"14063150","CORDOBA","Marcos Juárez","Isla Verde","FIBRA OPTICA","1.229"
"14063150","CORDOBA","Marcos Juárez","Isla Verde","SATELITAL","59"
"14063160","CORDOBA","Marcos Juárez","Leones","ADSL","112"
"14063160","CORDOBA","Marcos Juárez","Leones","CABLEMODEM","3.012"
"14063160","CORDOBA","Marcos Juárez","Leones","CELULAR","2"
"14063160","CORDOBA","Marcos Juárez","Leones","FIBRA OPTICA","1"
"14063160","CORDOBA","Marcos Juárez","Leones","SATELITAL","136"
"14063160","CORDOBA","Marcos Juárez","Leones","WIRELESS","23"
"14063170","CORDOBA","Marcos Juárez","Los Surgentes","ADSL","599"
"14063170","CORDOBA","Marcos Juárez","Los Surgentes","FIBRA OPTICA","300"
"14063170","CORDOBA","Marcos Juárez","Los Surgentes","SATELITAL","52"
"14063180","CORDOBA","Marcos Juárez","Marcos Juárez","ADSL","28"
"14063180","CORDOBA","Marcos Juárez","Marcos Juárez","CABLEMODEM","11.744"
"14063180","CORDOBA","Marcos Juárez","Marcos Juárez","FIBRA OPTICA","2"
"14063180","CORDOBA","Marcos Juárez","Marcos Juárez","Otros","10"
"14063180","CORDOBA","Marcos Juárez","Marcos Juárez","SATELITAL","370"
"14063180","CORDOBA","Marcos Juárez","Marcos Juárez","WIRELESS","239"
"14063190","CORDOBA","Marcos Juárez","Monte Buey","ADSL","1.563"
"14063190","CORDOBA","Marcos Juárez","Monte Buey","CELULAR","1"
"14063190","CORDOBA","Marcos Juárez","Monte Buey","SATELITAL","119"
"14063020","CORDOBA","Marcos Juárez","Noetinger","SATELITAL","5"
"0","CORDOBA","Marcos Juárez","Otros","SATELITAL","97"
"14063210","CORDOBA","Marcos Juárez","Saira","ADSL","264"
"14063210","CORDOBA","Marcos Juárez","Saira","CELULAR","1"
"14063210","CORDOBA","Marcos Juárez","Saira","SATELITAL","25"
"14063220","CORDOBA","Marcos Juárez","Saladillo","SATELITAL","17"
"14063230","CORDOBA","Marcos Juárez","Villa Elisa","ADSL","1"
"14063230","CORDOBA","Marcos Juárez","Villa Elisa","DIAL UP","12"
"14063230","CORDOBA","Marcos Juárez","Villa Elisa","FIBRA OPTICA","2.574"
"14063230","CORDOBA","Marcos Juárez","Villa Elisa","SATELITAL","10"
"14070010","CORDOBA","Minas","Ciénaga del Coro","SATELITAL","37"
"14070020","CORDOBA","Minas","El Chacho","SATELITAL","2"
"14070020","CORDOBA","Minas","El Chacho","WIRELESS","25"
"14070030","CORDOBA","Minas","Estancia de Guadalupe","SATELITAL","13"
"14070030","CORDOBA","Minas","Estancia de Guadalupe","WIRELESS","3"
"14070040","CORDOBA","Minas","Guasapampa","SATELITAL","22"
"14070040","CORDOBA","Minas","Guasapampa","WIRELESS","2"
"14070050","CORDOBA","Minas","La Playa","SATELITAL","12"
"14070050","CORDOBA","Minas","La Playa","WIRELESS","12"
"0","CORDOBA","Minas","Otros","SATELITAL","67"
"14070060","CORDOBA","Minas","San Carlos Minas","ADSL","95"
"14070060","CORDOBA","Minas","San Carlos Minas","CELULAR","18"
"14070060","CORDOBA","Minas","San Carlos Minas","Otros","1"
"14070060","CORDOBA","Minas","San Carlos Minas","SATELITAL","100"
"14070060","CORDOBA","Minas","San Carlos Minas","WIRELESS","1"
"14070070","CORDOBA","Minas","Talaini","SATELITAL","28"
"14070080","CORDOBA","Minas","Tosno","SATELITAL","19"
"14070080","CORDOBA","Minas","Tosno","WIRELESS","6"
"0","CORDOBA","Otros","Otros","Otros","480"
"0","CORDOBA","OTROS","OTROS","WIRELESS","268"
"14077010","CORDOBA","Pocho","Chancani","SATELITAL","36"
"14077010","CORDOBA","Pocho","Chancani","WIRELESS","12"
"14077020","CORDOBA","Pocho","Las Palmas","SATELITAL","40"
"14077030","CORDOBA","Pocho","Los Talares","SATELITAL","14"
"0","CORDOBA","Pocho","Otros","SATELITAL","30"
"14077040","CORDOBA","Pocho","Salsacate","ADSL","37"
"14077040","CORDOBA","Pocho","Salsacate","CELULAR","2"
"14077040","CORDOBA","Pocho","Salsacate","Otros","3"
"14077040","CORDOBA","Pocho","Salsacate","SATELITAL","45"
"14077050","CORDOBA","Pocho","San Gerónimo","SATELITAL","6"
"14077060","CORDOBA","Pocho","Tala Cañada","SATELITAL","19"
"14077070","CORDOBA","Pocho","Taninga","SATELITAL","13"
"14077080","CORDOBA","Pocho","Villa de Pocho","SATELITAL","15"
"14084010","CORDOBA","Presidente Roque Sáenz Peña","General Levalle","CABLEMODEM","2.298"
"14084010","CORDOBA","Presidente Roque Sáenz Peña","General Levalle","FIBRA OPTICA","276"
"14084010","CORDOBA","Presidente Roque Sáenz Peña","General Levalle","SATELITAL","142"
"14084010","CORDOBA","Presidente Roque Sáenz Peña","General Levalle","WIRELESS","140"
"14084030","CORDOBA","Presidente Roque Sáenz Peña","Laboulaye","ADSL","274"
"14084030","CORDOBA","Presidente Roque Sáenz Peña","Laboulaye","CABLEMODEM","7.761"
"14084030","CORDOBA","Presidente Roque Sáenz Peña","Laboulaye","FIBRA OPTICA","1"
"14084030","CORDOBA","Presidente Roque Sáenz Peña","Laboulaye","SATELITAL","487"
"14084030","CORDOBA","Presidente Roque Sáenz Peña","Laboulaye","WIRELESS","1.126"
"14084020","CORDOBA","Presidente Roque Sáenz Peña","La Cesira","ADSL","395"
"14084020","CORDOBA","Presidente Roque Sáenz Peña","La Cesira","FIBRA OPTICA","2"
"14084020","CORDOBA","Presidente Roque Sáenz Peña","La Cesira","Otros","17"
"14084020","CORDOBA","Presidente Roque Sáenz Peña","La Cesira","SATELITAL","33"
"14084020","CORDOBA","Presidente Roque Sáenz Peña","La Cesira","WIRELESS","38"
"14084040","CORDOBA","Presidente Roque Sáenz Peña","Leguizamón","SATELITAL","8"
"14084050","CORDOBA","Presidente Roque Sáenz Peña","Melo","Otros","21"
"14084050","CORDOBA","Presidente Roque Sáenz Peña","Melo","SATELITAL","27"
"14084050","CORDOBA","Presidente Roque Sáenz Peña","Melo","WIRELESS","389"
"0","CORDOBA","Presidente Roque Sáenz Peña","Otros","SATELITAL","135"
"14084060","CORDOBA","Presidente Roque Sáenz Peña","Río Bamba","SATELITAL","25"
"14084060","CORDOBA","Presidente Roque Sáenz Peña","Río Bamba","WIRELESS","29"
"14084070","CORDOBA","Presidente Roque Sáenz Peña","Rosales","SATELITAL","24"
"14084070","CORDOBA","Presidente Roque Sáenz Peña","Rosales","WIRELESS","132"
"14084080","CORDOBA","Presidente Roque Sáenz Peña","San Joaquín","SATELITAL","9"
"14084080","CORDOBA","Presidente Roque Sáenz Peña","San Joaquín","WIRELESS","42"
"14084090","CORDOBA","Presidente Roque Sáenz Peña","Serrano","CABLEMODEM","1.033"
"14084090","CORDOBA","Presidente Roque Sáenz Peña","Serrano","CELULAR","1"
"14084090","CORDOBA","Presidente Roque Sáenz Peña","Serrano","Otros","2"
"14084090","CORDOBA","Presidente Roque Sáenz Peña","Serrano","SATELITAL","55"
"14084090","CORDOBA","Presidente Roque Sáenz Peña","Serrano","WIRELESS","81"
"14084100","CORDOBA","Presidente Roque Sáenz Peña","Villa Rossi","SATELITAL","63"
"14091010","CORDOBA","Punilla","Barrio Santa Isabel","SATELITAL","6"
"14091020","CORDOBA","Punilla","Bialet Massé","ADSL","41"
"14091020","CORDOBA","Punilla","Bialet Massé","CELULAR","2"
"14091020","CORDOBA","Punilla","Bialet Massé","FIBRA OPTICA","2.099"
"14091020","CORDOBA","Punilla","Bialet Massé","SATELITAL","138"
"14091020","CORDOBA","Punilla","Bialet Massé","WIRELESS","268"
"14091030","CORDOBA","Punilla","Cabalango","SATELITAL","66"
"14091030","CORDOBA","Punilla","Cabalango","WIRELESS","207"
"14091040","CORDOBA","Punilla","Capilla del Monte","ADSL","39"
"14091040","CORDOBA","Punilla","Capilla del Monte","CABLEMODEM","457"
"14091040","CORDOBA","Punilla","Capilla del Monte","CELULAR","16"
"14091040","CORDOBA","Punilla","Capilla del Monte","FIBRA OPTICA","1.424"
"14091040","CORDOBA","Punilla","Capilla del Monte","SATELITAL","386"
"14091040","CORDOBA","Punilla","Capilla del Monte","WIRELESS","282"
"14091050","CORDOBA","Punilla","Casa Grande","FIBRA OPTICA","385"
"14091050","CORDOBA","Punilla","Casa Grande","SATELITAL","162"
"14091060","CORDOBA","Punilla","Charbonier","SATELITAL","45"
"14091060","CORDOBA","Punilla","Charbonier","WIRELESS","102"
"14091070","CORDOBA","Punilla","Cosquín","ADSL","490"
"14091070","CORDOBA","Punilla","Cosquín","CABLEMODEM","7.021"
"14091070","CORDOBA","Punilla","Cosquín","CELULAR","9"
"14091070","CORDOBA","Punilla","Cosquín","FIBRA OPTICA","212"
"14091070","CORDOBA","Punilla","Cosquín","SATELITAL","182"
"14091070","CORDOBA","Punilla","Cosquín","WIRELESS","155"
"14091080","CORDOBA","Punilla","Cuesta Blanca","SATELITAL","38"
"14091080","CORDOBA","Punilla","Cuesta Blanca","WIRELESS","40"
"14091090","CORDOBA","Punilla","Estancia Vieja","CABLEMODEM","57"
"14091090","CORDOBA","Punilla","Estancia Vieja","CELULAR","3"
"14091090","CORDOBA","Punilla","Estancia Vieja","SATELITAL","168"
"14091090","CORDOBA","Punilla","Estancia Vieja","WIRELESS","216"
"14091100","CORDOBA","Punilla","Huerta Grande","CABLEMODEM","32"
"14091100","CORDOBA","Punilla","Huerta Grande","CELULAR","1"
"14091100","CORDOBA","Punilla","Huerta Grande","FIBRA OPTICA","2.412"
"14091100","CORDOBA","Punilla","Huerta Grande","SATELITAL","75"
"14091100","CORDOBA","Punilla","Huerta Grande","WIRELESS","70"
"14091110","CORDOBA","Punilla","La Cumbre","ADSL","19"
"14091110","CORDOBA","Punilla","La Cumbre","CELULAR","7"
"14091110","CORDOBA","Punilla","La Cumbre","FIBRA OPTICA","2.247"
"14091110","CORDOBA","Punilla","La Cumbre","SATELITAL","236"
"14091110","CORDOBA","Punilla","La Cumbre","WIRELESS","165"
"14091120","CORDOBA","Punilla","La Falda","ADSL","502"
"14091120","CORDOBA","Punilla","La Falda","CABLEMODEM","6.529"
"14091120","CORDOBA","Punilla","La Falda","CELULAR","2"
"14091120","CORDOBA","Punilla","La Falda","FIBRA OPTICA","21"
"14091120","CORDOBA","Punilla","La Falda","SATELITAL","162"
"14091120","CORDOBA","Punilla","La Falda","WIRELESS","79"
"14091130","CORDOBA","Punilla","Las Jarillas","SATELITAL","32"
"14091130","CORDOBA","Punilla","Las Jarillas","WIRELESS","4"
"14091140","CORDOBA","Punilla","Los Cocos","CELULAR","1"
"14091140","CORDOBA","Punilla","Los Cocos","FIBRA OPTICA","361"
"14091140","CORDOBA","Punilla","Los Cocos","Otros","1"
"14091140","CORDOBA","Punilla","Los Cocos","SATELITAL","71"
"14091140","CORDOBA","Punilla","Los Cocos","WIRELESS","51"
"14091150","CORDOBA","Punilla","Mallín","SATELITAL","27"
"14091160","CORDOBA","Punilla","Mayu Sumaj","CABLEMODEM","178"
"14091160","CORDOBA","Punilla","Mayu Sumaj","CELULAR","2"
"14091160","CORDOBA","Punilla","Mayu Sumaj","SATELITAL","51"
"14091160","CORDOBA","Punilla","Mayu Sumaj","WIRELESS","49"
"0","CORDOBA","Punilla","Otros","SATELITAL","42"
"14091170","CORDOBA","Punilla","Quebrada de Luna","SATELITAL","21"
"14091180","CORDOBA","Punilla","San Antonio de Arredondo","CABLEMODEM","1.823"
"14091180","CORDOBA","Punilla","San Antonio de Arredondo","CELULAR","1"
"14091180","CORDOBA","Punilla","San Antonio de Arredondo","FIBRA OPTICA","1"
"14091180","CORDOBA","Punilla","San Antonio de Arredondo","SATELITAL","89"
"14091180","CORDOBA","Punilla","San Antonio de Arredondo","WIRELESS","112"
"14091190","CORDOBA","Punilla","San Esteban","ADSL","5"
"14091190","CORDOBA","Punilla","San Esteban","SATELITAL","42"
"14091190","CORDOBA","Punilla","San Esteban","WIRELESS","42"
"14091200","CORDOBA","Punilla","San Roque","CELULAR","15"
"14091200","CORDOBA","Punilla","San Roque","SATELITAL","201"
"14091200","CORDOBA","Punilla","San Roque","WIRELESS","301"
"14091060","CORDOBA","Punilla","San Roque Del Lago","SATELITAL","113"
"14091210","CORDOBA","Punilla","Santa María de Punilla","ADSL","208"
"14091210","CORDOBA","Punilla","Santa María de Punilla","CABLEMODEM","1"
"14091210","CORDOBA","Punilla","Santa María de Punilla","CELULAR","5"
"14091210","CORDOBA","Punilla","Santa María de Punilla","FIBRA OPTICA","1.420"
"14091210","CORDOBA","Punilla","Santa María de Punilla","SATELITAL","89"
"14091210","CORDOBA","Punilla","Santa María de Punilla","WIRELESS","169"
"14091220","CORDOBA","Punilla","Tala Huasi","SATELITAL","23"
"14091220","CORDOBA","Punilla","Tala Huasi","WIRELESS","15"
"14091230","CORDOBA","Punilla","Tanti","CELULAR","5"
"14091230","CORDOBA","Punilla","Tanti","Otros","225"
"14091230","CORDOBA","Punilla","Tanti","SATELITAL","314"
"14091230","CORDOBA","Punilla","Tanti","WIRELESS","373"
"14091240","CORDOBA","Punilla","Valle Hermoso","ADSL","32"
"14091240","CORDOBA","Punilla","Valle Hermoso","CABLEMODEM","8"
"14091240","CORDOBA","Punilla","Valle Hermoso","CELULAR","2"
"14091240","CORDOBA","Punilla","Valle Hermoso","FIBRA OPTICA","2.333"
"14091240","CORDOBA","Punilla","Valle Hermoso","SATELITAL","163"
"14091240","CORDOBA","Punilla","Valle Hermoso","WIRELESS","77"
"14091250","CORDOBA","Punilla","Villa Carlos Paz","ADSL","940"
"14091250","CORDOBA","Punilla","Villa Carlos Paz","CABLEMODEM","27.292"
"14091250","CORDOBA","Punilla","Villa Carlos Paz","CELULAR","1"
"14091250","CORDOBA","Punilla","Villa Carlos Paz","FIBRA OPTICA","2.512"
"14091250","CORDOBA","Punilla","Villa Carlos Paz","SATELITAL","354"
"14091250","CORDOBA","Punilla","Villa Carlos Paz","WIRELESS","642"
"14091260","CORDOBA","Punilla","Villa Flor Serrana","SATELITAL","39"
"14091270","CORDOBA","Punilla","Villa Giardino","ADSL","161"
"14091270","CORDOBA","Punilla","Villa Giardino","FIBRA OPTICA","2.955"
"14091270","CORDOBA","Punilla","Villa Giardino","SATELITAL","86"
"14091270","CORDOBA","Punilla","Villa Giardino","WIRELESS","159"
"14091280","CORDOBA","Punilla","Villa Lago Azul","SATELITAL","132"
"14091290","CORDOBA","Punilla","Villa Parque Siquimán","FIBRA OPTICA","150"
"14091290","CORDOBA","Punilla","Villa Parque Siquimán","SATELITAL","299"
"14091290","CORDOBA","Punilla","Villa Parque Siquimán","WIRELESS","276"
"14091300","CORDOBA","Punilla","Villa Río Icho Cruz","SATELITAL","19"
"14091300","CORDOBA","Punilla","Villa Río Icho Cruz","WIRELESS","147"
"14091310","CORDOBA","Punilla","Villa San José","SATELITAL","17"
"14091320","CORDOBA","Punilla","Villa Santa Cruz del Lago","ADSL","83"
"14091320","CORDOBA","Punilla","Villa Santa Cruz del Lago","CELULAR","14"
"14091320","CORDOBA","Punilla","Villa Santa Cruz del Lago","SATELITAL","300"
"14091320","CORDOBA","Punilla","Villa Santa Cruz del Lago","WIRELESS","279"
"14098010","CORDOBA","Río Cuarto","Achiras","CELULAR","1"
"14098010","CORDOBA","Río Cuarto","Achiras","FIBRA OPTICA","50"
"14098010","CORDOBA","Río Cuarto","Achiras","SATELITAL","155"
"14098010","CORDOBA","Río Cuarto","Achiras","WIRELESS","258"
"14098020","CORDOBA","Río Cuarto","Adelia María","ADSL","1"
"14098020","CORDOBA","Río Cuarto","Adelia María","CABLEMODEM","2.404"
"14098020","CORDOBA","Río Cuarto","Adelia María","FIBRA OPTICA","901"
"14098020","CORDOBA","Río Cuarto","Adelia María","SATELITAL","122"
"14098020","CORDOBA","Río Cuarto","Adelia María","WIRELESS","152"
"14098030","CORDOBA","Río Cuarto","Alcira (Est. Gigena)","ADSL","155"
"14098030","CORDOBA","Río Cuarto","Alcira (Est. Gigena)","CELULAR","20"
"14098030","CORDOBA","Río Cuarto","Alcira (Est. Gigena)","FIBRA OPTICA","884"
"14098030","CORDOBA","Río Cuarto","Alcira (Est. Gigena)","SATELITAL","159"
"14098040","CORDOBA","Río Cuarto","Alpa Corral","FIBRA OPTICA","1"
"14098040","CORDOBA","Río Cuarto","ALPA CORRAL","Otros","160"
"14098040","CORDOBA","Río Cuarto","Alpa Corral","SATELITAL","256"
"14098050","CORDOBA","Río Cuarto","Berrotarán","ADSL","129"
"14098050","CORDOBA","Río Cuarto","Berrotarán","CABLEMODEM","1.989"
"14098050","CORDOBA","Río Cuarto","Berrotarán","CELULAR","6"
"14098050","CORDOBA","Río Cuarto","Berrotarán","FIBRA OPTICA","4"
"14098050","CORDOBA","Río Cuarto","Berrotarán","SATELITAL","86"
"14098050","CORDOBA","Río Cuarto","Berrotarán","WIRELESS","89"
"14098060","CORDOBA","Río Cuarto","Bulnes","ADSL","50"
"14098060","CORDOBA","Río Cuarto","Bulnes","SATELITAL","46"
"14098070","CORDOBA","Río Cuarto","Chaján","FIBRA OPTICA","78"
"14098070","CORDOBA","Río Cuarto","Chaján","SATELITAL","36"
"14098080","CORDOBA","Río Cuarto","Chucul","ADSL","20"
"14098080","CORDOBA","Río Cuarto","Chucul","CELULAR","1"
"14098080","CORDOBA","Río Cuarto","Chucul","FIBRA OPTICA","3"
"14098080","CORDOBA","Río Cuarto","Chucul","SATELITAL","31"
"14098080","CORDOBA","Río Cuarto","Chucul","WIRELESS","74"
"14098090","CORDOBA","Río Cuarto","Coronel Baigorria","FIBRA OPTICA","1"
"14098090","CORDOBA","Río Cuarto","Coronel Baigorria","SATELITAL","68"
"14098100","CORDOBA","Río Cuarto","Coronel Moldes","ADSL","407"
"14098100","CORDOBA","Río Cuarto","Coronel Moldes","CELULAR","49"
"14098100","CORDOBA","Río Cuarto","Coronel Moldes","FIBRA OPTICA","2.126"
"14098100","CORDOBA","Río Cuarto","Coronel Moldes","SATELITAL","175"
"14098100","CORDOBA","Río Cuarto","Coronel Moldes","WIRELESS","47"
"14098110","CORDOBA","Río Cuarto","Elena","ADSL","73"
"14098110","CORDOBA","Río Cuarto","Elena","CELULAR","4"
"14098110","CORDOBA","Río Cuarto","Elena","FIBRA OPTICA","1.164"
"14098110","CORDOBA","Río Cuarto","Elena","SATELITAL","53"
"14098110","CORDOBA","Río Cuarto","Elena","WIRELESS","86"
"14098120","CORDOBA","Río Cuarto","La Carolina","SATELITAL","29"
"14098120","CORDOBA","Río Cuarto","La Carolina","WIRELESS","66"
"14098130","CORDOBA","Río Cuarto","La Cautiva","SATELITAL","43"
"14098140","CORDOBA","Río Cuarto","La Gilda","SATELITAL","35"
"14098150","CORDOBA","Río Cuarto","Las Acequias","ADSL","422"
"14098150","CORDOBA","Río Cuarto","Las Acequias","SATELITAL","69"
"14098160","CORDOBA","Río Cuarto","Las Albahacas","ADSL","2"
"14098160","CORDOBA","Río Cuarto","LAS ALBAHACAS","Otros","14"
"14098160","CORDOBA","Río Cuarto","Las Albahacas","SATELITAL","78"
"14098170","CORDOBA","Río Cuarto","Las Higueras","ADSL","12"
"14098170","CORDOBA","Río Cuarto","Las Higueras","FIBRA OPTICA","1.747"
"14098170","CORDOBA","Río Cuarto","Las Higueras","SATELITAL","511"
"14098180","CORDOBA","Río Cuarto","Las Peñas","ADSL","4"
"14098180","CORDOBA","Río Cuarto","Las Peñas","SATELITAL","53"
"14098180","CORDOBA","Río Cuarto","Las Peñas","WIRELESS","25"
"14098190","CORDOBA","Río Cuarto","Las Vertientes","ADSL","11"
"14098190","CORDOBA","Río Cuarto","Las Vertientes","CELULAR","13"
"14098190","CORDOBA","Río Cuarto","Las Vertientes","FIBRA OPTICA","25"
"14098190","CORDOBA","Río Cuarto","Las Vertientes","SATELITAL","46"
"14098200","CORDOBA","Río Cuarto","Malena","SATELITAL","38"
"14098210","CORDOBA","Río Cuarto","Monte de los Gauchos","SATELITAL","27"
"0","CORDOBA","Río Cuarto","OTROS","Otros","30"
"0","CORDOBA","Río Cuarto","Otros","SATELITAL","549"
"14098220","CORDOBA","Río Cuarto","Paso del Durazno","SATELITAL","17"
"14098230","CORDOBA","Río Cuarto","Río Cuarto","ADSL","1.838"
"14098230","CORDOBA","Río Cuarto","Río Cuarto","CABLEMODEM","33.716"
"14098230","CORDOBA","Río Cuarto","Río Cuarto","CELULAR","49"
"14098230","CORDOBA","Río Cuarto","Río Cuarto","DIAL UP","1"
